"","not_paid","verified","purpose","installment","int_rate","home_ownership","grdCtoA","annual_inc"
"399",0,0,"credit_card",259.72,10.42,"OWN",1,65000
"400",1,1,"debt_consolidation",761.52,25.82,"MORTGAGE",0,70891
"401",1,0,"credit_card",217.47,13.59,"RENT",0,22000
"402",1,0,"home_improvement",889.58,11.99,"RENT",1,110000
"403",1,1,"debt_consolidation",684.33,14.08,"MORTGAGE",0,1e+05
"404",0,0,"debt_consolidation",539.49,10.91,"RENT",1,64000
"405",1,0,"major_purchase",584.37,10.42,"RENT",1,75000
"406",1,1,"debt_consolidation",324.65,10.42,"MORTGAGE",1,89161
"407",1,1,"debt_consolidation",762.79,18.06,"MORTGAGE",0,51866
"408",0,1,"credit_card",39.57,16.02,"RENT",0,25000
"409",0,1,"credit_card",640.1,9.44,"RENT",1,82000
"410",0,1,"major_purchase",271.04,5.32,"RENT",1,150000
"411",0,1,"debt_consolidation",494,30.94,"MORTGAGE",0,55000
"412",1,0,"credit_card",261.07,14.08,"RENT",0,30940
"413",1,0,"credit_card",350.62,10.42,"RENT",1,49500
"414",0,1,"debt_consolidation",281.39,22.91,"MORTGAGE",0,4e+05
"415",0,0,"home_improvement",92.25,6.72,"MORTGAGE",1,70000
"416",1,0,"credit_card",664.2,11.99,"RENT",1,105000
"417",0,1,"debt_consolidation",313.23,7.97,"OWN",1,50000
"418",1,1,"debt_consolidation",773.26,22.91,"RENT",0,43000
"419",1,1,"debt_consolidation",498.15,11.99,"RENT",1,55000
"420",1,1,"credit_card",361.83,18.06,"MORTGAGE",0,48000
"421",1,1,"debt_consolidation",291.95,16.02,"RENT",0,93500
"422",1,1,"debt_consolidation",428.7,15.05,"OWN",0,85000
"423",0,0,"debt_consolidation",261.07,14.08,"MORTGAGE",0,57000
"424",1,1,"debt_consolidation",136.87,14.08,"OWN",0,2e+05
"425",0,1,"debt_consolidation",811.62,10.42,"RENT",1,4e+05
"426",0,1,"debt_consolidation",472,10.42,"RENT",1,82000
"427",0,1,"debt_consolidation",798.67,7.35,"MORTGAGE",1,132000
"428",1,1,"debt_consolidation",542.74,18.06,"MORTGAGE",0,65000
"429",0,0,"debt_consolidation",171.09,14.08,"MORTGAGE",0,1e+05
"430",0,0,"credit_card",440.43,9.44,"MORTGAGE",1,49000
"431",1,1,"home_improvement",139.79,16.02,"OWN",0,56000
"432",0,1,"debt_consolidation",367.3,22.91,"MORTGAGE",0,51000
"433",1,0,"home_improvement",346.9,15.05,"MORTGAGE",0,50000
"434",1,1,"debt_consolidation",148.66,20,"MORTGAGE",0,56000
"435",0,1,"debt_consolidation",535.47,17.09,"MORTGAGE",0,35000
"436",1,0,"small_business",993.2,7.35,"RENT",1,2e+05
"437",1,0,"home_improvement",884.7,12.62,"OWN",0,186000
"438",0,1,"debt_consolidation",652.42,20,"RENT",0,56000
"439",1,1,"debt_consolidation",643.8,24.85,"MORTGAGE",0,60000
"440",1,1,"debt_consolidation",343.27,10.42,"MORTGAGE",1,60000
"441",0,1,"debt_consolidation",225.37,12.62,"MORTGAGE",0,88648
"442",1,1,"debt_consolidation",277.77,24.85,"RENT",0,24000
"443",0,0,"debt_consolidation",218.82,7.35,"OWN",1,75000
"444",0,0,"debt_consolidation",947.67,21.45,"MORTGAGE",0,90000
"445",0,1,"debt_consolidation",1262.87,28.72,"MORTGAGE",0,115000
"446",0,1,"credit_card",1105.01,28.72,"MORTGAGE",0,125000
"447",0,0,"debt_consolidation",351.67,16.02,"MORTGAGE",0,95000
"448",0,1,"debt_consolidation",389.36,19.03,"MORTGAGE",0,55000
"449",0,0,"debt_consolidation",155.19,7.35,"MORTGAGE",1,60000
"450",0,1,"debt_consolidation",249.77,15.05,"OWN",0,45000
"451",1,0,"credit_card",508.53,18.06,"RENT",0,90000
"452",0,1,"debt_consolidation",324.65,10.42,"MORTGAGE",1,84492
"453",1,1,"debt_consolidation",1136.03,30.17,"RENT",0,98000
"454",0,0,"credit_card",563.81,7.97,"MORTGAGE",1,85000
"455",1,1,"home_improvement",459.18,23.88,"MORTGAGE",0,50000
"456",1,0,"debt_consolidation",520.35,15.05,"MORTGAGE",0,112000
"457",1,0,"credit_card",375.33,12.62,"MORTGAGE",0,68000
"458",0,1,"debt_consolidation",351.67,16.02,"MORTGAGE",0,84000
"459",0,0,"credit_card",372.96,14.08,"MORTGAGE",0,45000
"460",0,1,"credit_card",368.9,13.59,"MORTGAGE",0,45000
"461",0,1,"debt_consolidation",450.55,10.42,"MORTGAGE",1,82000
"462",1,1,"debt_consolidation",264.94,20,"OWN",0,31729
"463",0,0,"debt_consolidation",194.79,10.42,"OWN",1,60000
"464",0,0,"credit_card",335.12,12.62,"RENT",0,77000
"465",1,1,"debt_consolidation",587.55,23.88,"RENT",0,12000
"466",0,1,"credit_card",340.01,7.07,"OWN",1,74000
"467",1,0,"debt_consolidation",140.67,16.02,"MORTGAGE",0,44000
"468",1,1,"credit_card",570.85,13.59,"MORTGAGE",0,14500
"469",1,0,"debt_consolidation",563.98,12.62,"MORTGAGE",0,48000
"470",0,1,"credit_card",563.98,12.62,"MORTGAGE",0,65000
"471",0,1,"credit_card",257.46,10.42,"MORTGAGE",1,85000
"472",0,1,"credit_card",173.04,7.35,"RENT",1,68000
"473",0,1,"debt_consolidation",268.09,12.62,"RENT",0,90000
"474",0,1,"debt_consolidation",636.38,9.93,"RENT",1,104000
"475",1,1,"debt_consolidation",535.47,17.09,"OWN",0,74000
"476",1,1,"debt_consolidation",1019.37,13.59,"MORTGAGE",0,69200
"477",0,0,"credit_card",92.92,7.21,"MORTGAGE",1,95000
"478",1,1,"debt_consolidation",762.79,18.06,"MORTGAGE",0,85000
"479",0,1,"debt_consolidation",500.14,15.05,"RENT",0,182000
"480",0,1,"debt_consolidation",815.85,14.08,"RENT",0,322192
"481",0,1,"home_improvement",298.34,25.82,"MORTGAGE",0,60000
"482",1,0,"credit_card",489.3,13.59,"RENT",0,40000
"483",0,0,"debt_consolidation",212.13,9.93,"MORTGAGE",1,175000
"484",0,1,"debt_consolidation",835.36,25.82,"RENT",0,57000
"485",0,0,"debt_consolidation",233.1,14.08,"MORTGAGE",0,84000
"486",1,1,"credit_card",726.8,19.03,"MORTGAGE",0,105000
"487",1,0,"debt_consolidation",535.24,16.02,"RENT",0,52000
"488",1,1,"small_business",624.42,15.05,"RENT",0,45000
"489",1,1,"debt_consolidation",932.39,14.08,"MORTGAGE",0,120000
"490",0,1,"home_improvement",304.59,6.08,"MORTGAGE",1,42000
"491",0,0,"debt_consolidation",855.42,14.08,"MORTGAGE",0,68000
"492",0,0,"debt_consolidation",867.25,15.05,"MORTGAGE",0,98000
"493",1,1,"debt_consolidation",558.68,7.35,"MORTGAGE",1,54000
"494",0,1,"debt_consolidation",438.96,24.85,"MORTGAGE",0,92000
"495",0,1,"debt_consolidation",858.18,10.42,"MORTGAGE",1,180000
"496",1,0,"debt_consolidation",903.55,26.3,"MORTGAGE",0,67000
"497",0,1,"debt_consolidation",951.41,13.59,"MORTGAGE",0,100666
"498",1,1,"home_improvement",136.36,10.42,"OWN",1,42000
"499",1,0,"home_improvement",498.02,17.09,"OWN",0,60000
"500",0,0,"debt_consolidation",868.39,18.06,"RENT",0,120000
"501",0,1,"debt_consolidation",451.73,5.32,"MORTGAGE",1,63000
"502",0,1,"debt_consolidation",678.85,22.91,"OWN",0,120000
"503",1,1,"debt_consolidation",281.34,16.02,"MORTGAGE",0,120000
"504",0,0,"credit_card",183.36,19.03,"RENT",0,62000
"505",0,1,"credit_card",710.91,7.07,"MORTGAGE",1,1e+05
"506",0,1,"debt_consolidation",113.72,21.45,"MORTGAGE",0,38824
"507",0,1,"credit_card",973.15,16.02,"MORTGAGE",0,85000
"508",1,1,"debt_consolidation",158.73,24.85,"MORTGAGE",0,64000
"509",0,0,"credit_card",125.3,7.97,"MORTGAGE",1,50000
"510",0,1,"debt_consolidation",947.15,28.72,"RENT",0,94500
"511",1,1,"debt_consolidation",510.91,16.02,"MORTGAGE",0,56000
"512",0,1,"credit_card",1084.14,5.32,"MORTGAGE",1,750000
"513",1,1,"debt_consolidation",492.72,14.08,"RENT",0,73000
"514",1,1,"credit_card",381.06,15.05,"MORTGAGE",0,215000
"515",1,1,"debt_consolidation",529.88,20,"RENT",0,43000
"516",0,1,"debt_consolidation",206.3,9.93,"RENT",1,60000
"517",0,0,"credit_card",173.68,18.06,"RENT",0,32240
"518",0,0,"debt_consolidation",271.84,13.59,"RENT",0,50000
"519",0,0,"debt_consolidation",155.46,30.79,"RENT",0,24960
"520",1,1,"debt_consolidation",1501.96,30.84,"MORTGAGE",0,160000
"521",1,1,"credit_card",332.1,11.99,"MORTGAGE",1,50000
"522",1,1,"debt_consolidation",738.51,16.02,"RENT",0,140000
"523",1,0,"debt_consolidation",909.82,30.75,"MORTGAGE",0,73000
"524",0,1,"debt_consolidation",398.52,11.99,"RENT",1,55000
"525",0,0,"credit_card",259.72,10.42,"RENT",1,81000
"526",1,1,"debt_consolidation",599.43,20,"MORTGAGE",0,59424
"527",0,1,"credit_card",212.75,9.93,"RENT",1,46800
"528",0,1,"credit_card",265.68,11.99,"RENT",1,40000
"529",0,1,"credit_card",448.07,9.44,"RENT",1,65000
"530",0,1,"debt_consolidation",809.02,26.3,"OWN",0,34800
"531",1,1,"home_improvement",344.72,11.99,"MORTGAGE",1,75000
"532",1,0,"debt_consolidation",1218.33,6.08,"MORTGAGE",1,69400
"533",0,0,"debt_consolidation",175.84,16.02,"MORTGAGE",0,120000
"534",1,1,"debt_consolidation",693.8,15.05,"RENT",0,70000
"535",0,0,"major_purchase",490.45,10.91,"MORTGAGE",1,1e+05
"536",0,1,"debt_consolidation",815.5,13.59,"OWN",0,82000
"537",0,1,"home_improvement",902.37,12.62,"MORTGAGE",0,57000
"538",1,0,"debt_consolidation",225.65,9.93,"RENT",1,80000
"539",1,1,"home_improvement",183.36,19.03,"MORTGAGE",0,82000
"540",1,1,"credit_card",546.15,21.45,"RENT",0,70000
"541",1,1,"debt_consolidation",721.89,12.62,"OWN",0,199000
"542",1,1,"credit_card",238.68,10.91,"RENT",1,70000
"543",0,1,"debt_consolidation",298.34,25.82,"MORTGAGE",0,65000
"544",0,1,"debt_consolidation",871.54,17.09,"MORTGAGE",0,80500
"545",1,1,"home_improvement",1017.05,18.06,"RENT",0,56000
"546",0,0,"debt_consolidation",95.15,13.59,"MORTGAGE",0,51000
"547",0,1,"home_improvement",437.92,16.02,"MORTGAGE",0,85000
"548",0,1,"debt_consolidation",643.68,30.79,"MORTGAGE",0,125000
"549",0,1,"debt_consolidation",496.3,12.62,"RENT",0,90000
"550",0,0,"home_improvement",265.68,11.99,"OWN",1,90000
"551",1,1,"debt_consolidation",573.97,23.88,"MORTGAGE",0,40000
"552",0,1,"home_improvement",789.57,12.62,"MORTGAGE",0,90000
"553",0,0,"debt_consolidation",729.87,16.02,"OWN",0,98000
"554",1,1,"debt_consolidation",320.05,9.44,"MORTGAGE",1,110000
"555",0,1,"debt_consolidation",248.3,7.35,"RENT",1,38000
"556",0,1,"credit_card",485.66,15.05,"MORTGAGE",0,62000
"557",0,0,"credit_card",346.9,7.21,"MORTGAGE",1,79600
"558",0,1,"debt_consolidation",124.15,7.35,"OWN",1,31000
"559",1,1,"debt_consolidation",626.46,7.97,"OWN",1,47000
"560",1,1,"debt_consolidation",792.1,19.03,"RENT",0,60000
"561",1,0,"debt_consolidation",346.9,15.05,"MORTGAGE",0,60000
"562",0,0,"credit_card",74.49,7.35,"MORTGAGE",1,58000
"563",1,1,"debt_consolidation",178.49,17.09,"MORTGAGE",0,120000
"564",1,1,"debt_consolidation",847.81,20,"MORTGAGE",0,80000
"565",1,1,"major_purchase",105.51,16.02,"RENT",0,26000
"566",0,0,"credit_card",320.05,9.44,"RENT",1,85000
"567",0,0,"major_purchase",248.3,7.35,"RENT",1,78000
"568",1,1,"debt_consolidation",494.12,7.97,"RENT",1,52000
"569",0,0,"debt_consolidation",232.09,9.93,"MORTGAGE",1,82000
"570",1,1,"home_improvement",182.66,11.99,"MORTGAGE",1,56000
"571",0,1,"credit_card",382.3,21.45,"MORTGAGE",0,3e+05
"572",1,1,"debt_consolidation",303.26,21.45,"RENT",0,44000
"573",1,1,"credit_card",203.88,13.59,"RENT",0,60000
"574",1,1,"major_purchase",464.6,7.21,"RENT",1,90000
"575",0,1,"debt_consolidation",1177.68,30.75,"RENT",0,190000
"576",1,1,"debt_consolidation",546.15,21.45,"OWN",0,48294
"577",0,0,"debt_consolidation",241.29,12.62,"MORTGAGE",0,55000
"578",1,1,"debt_consolidation",379,12.62,"MORTGAGE",0,68000
"579",1,1,"credit_card",128.94,9.93,"MORTGAGE",1,95000
"580",0,0,"debt_consolidation",557.52,7.21,"MORTGAGE",1,80000
"581",0,1,"credit_card",254.85,13.59,"MORTGAGE",0,40000
"582",0,1,"debt_consolidation",148.66,20,"OWN",0,84750
"583",0,1,"credit_card",783.4,23.88,"OWN",0,45790
"584",0,0,"home_improvement",183.9,7.35,"MORTGAGE",1,63400
"585",1,1,"debt_consolidation",1170.54,24.85,"MORTGAGE",0,3e+05
"586",0,1,"credit_card",155.19,7.35,"MORTGAGE",1,65000
"587",1,0,"credit_card",222.4,11.99,"MORTGAGE",1,41000
"588",0,1,"debt_consolidation",1096.29,7.97,"RENT",1,135000
"589",1,0,"credit_card",440.43,9.44,"MORTGAGE",1,95000
"590",1,1,"small_business",175.84,16.02,"RENT",0,23000
"591",1,1,"home_improvement",693.8,15.05,"MORTGAGE",0,85000
"592",0,1,"major_purchase",196.8,6.72,"RENT",1,92000
"593",0,1,"debt_consolidation",486.98,10.42,"MORTGAGE",1,84334.9
"594",0,1,"debt_consolidation",622.97,19.03,"RENT",0,123000
"595",1,1,"home_improvement",720.42,7.97,"MORTGAGE",1,240000
"596",0,0,"debt_consolidation",356.98,17.09,"RENT",0,45000
"597",0,1,"debt_consolidation",184.34,13.59,"MORTGAGE",0,102000
"598",0,1,"credit_card",144.03,9.44,"OWN",1,47235.72
"599",0,0,"credit_card",167.56,12.62,"RENT",0,15528
"600",1,0,"debt_consolidation",619.47,7.21,"MORTGAGE",1,145000
"601",1,1,"debt_consolidation",571.59,15.05,"MORTGAGE",0,86000
"602",1,1,"debt_consolidation",260.72,7.35,"MORTGAGE",1,79000
"603",0,0,"home_improvement",160.03,9.44,"MORTGAGE",1,75000
"604",1,0,"debt_consolidation",609.17,6.08,"MORTGAGE",1,41275
"605",1,0,"credit_card",90.35,5.32,"RENT",1,58000
"606",1,1,"major_purchase",927.29,20,"RENT",0,95513
"607",1,1,"credit_card",830.63,19.03,"MORTGAGE",0,185000
"608",0,0,"home_improvement",184.5,6.72,"MORTGAGE",1,70000
"609",0,1,"major_purchase",342.17,14.08,"MORTGAGE",0,65000
"610",1,1,"debt_consolidation",248.15,12.62,"MORTGAGE",0,60000
"611",1,0,"debt_consolidation",432.73,7.07,"MORTGAGE",1,40000
"612",1,0,"credit_card",218.99,14.08,"MORTGAGE",0,50000
"613",0,1,"debt_consolidation",584.37,10.42,"RENT",1,58000
"614",0,1,"debt_consolidation",267.58,20,"RENT",0,38000
"615",0,0,"debt_consolidation",89.25,17.09,"RENT",0,36000
"616",1,0,"debt_consolidation",351.67,16.02,"MORTGAGE",0,120000
"617",1,1,"debt_consolidation",1205.85,25.82,"MORTGAGE",0,120000
"618",1,0,"debt_consolidation",784.67,30.17,"RENT",0,61000
"619",1,0,"debt_consolidation",873.83,21.45,"RENT",0,30000
"620",1,1,"credit_card",773.63,9.93,"RENT",1,120000
"621",0,0,"debt_consolidation",927.29,20,"MORTGAGE",0,95000
"622",1,1,"debt_consolidation",955.75,21.45,"MORTGAGE",0,112000
"623",0,0,"credit_card",279.72,14.08,"RENT",0,40000
"624",1,0,"debt_consolidation",321.17,24.85,"RENT",0,30516
"625",0,0,"debt_consolidation",452.29,18.06,"RENT",0,95000
"626",0,1,"debt_consolidation",811.45,30.17,"MORTGAGE",0,354000
"627",0,1,"debt_consolidation",61.17,13.59,"RENT",0,44000
"628",0,0,"debt_consolidation",950.39,16.02,"MORTGAGE",0,2e+05
"629",1,1,"debt_consolidation",376.39,14.08,"RENT",0,25000
"630",0,1,"debt_consolidation",430.48,23.88,"MORTGAGE",0,44870
"631",1,1,"credit_card",1044.19,25.82,"OWN",0,1e+05
"632",0,1,"debt_consolidation",270.71,12.62,"MORTGAGE",0,60000
"633",0,1,"credit_card",163.49,10.91,"MORTGAGE",1,60000
"634",1,0,"debt_consolidation",686.54,10.42,"OWN",1,78000
"635",0,0,"debt_consolidation",320.05,9.44,"RENT",1,55000
"636",0,1,"credit_card",531.36,11.99,"MORTGAGE",1,105000
"637",0,0,"credit_card",916.78,19.03,"RENT",0,55000
"638",1,1,"debt_consolidation",762.79,18.06,"OWN",0,180000
"639",1,0,"debt_consolidation",476.33,15.05,"MORTGAGE",0,72000
"640",1,1,"home_improvement",171.09,14.08,"OWN",0,120000
"641",1,1,"debt_consolidation",292.64,24.85,"RENT",0,69600
"642",0,0,"debt_consolidation",496.31,16.02,"OWN",0,62000
"643",1,1,"debt_consolidation",717.46,23.88,"RENT",0,27000
"644",0,0,"home_improvement",271.84,13.59,"MORTGAGE",0,90000
"645",1,1,"credit_card",635.86,20,"OWN",0,44000
"646",0,1,"debt_consolidation",459.18,23.88,"MORTGAGE",0,1e+05
"647",1,1,"debt_consolidation",212.65,22.91,"OWN",0,24000
"648",0,0,"debt_consolidation",335.33,14.08,"RENT",0,37000
"649",0,0,"debt_consolidation",795.27,15.05,"MORTGAGE",0,71000
"650",0,1,"debt_consolidation",99.63,11.99,"MORTGAGE",1,18000
"651",0,0,"credit_card",108.19,7.07,"RENT",1,51000
"652",0,1,"credit_card",342.17,14.08,"RENT",0,43000
"653",0,0,"home_improvement",324.65,10.42,"MORTGAGE",1,165000
"654",0,0,"debt_consolidation",64.58,6.72,"MORTGAGE",1,45000
"655",0,0,"debt_consolidation",154.87,7.21,"MORTGAGE",1,69600
"656",1,0,"debt_consolidation",141.02,23.88,"OWN",0,50000
"657",0,1,"credit_card",812.13,12.62,"RENT",0,90000
"658",1,1,"home_improvement",400.12,15.05,"OWN",0,250000
"659",0,1,"home_improvement",465.57,7.35,"MORTGAGE",1,48000
"660",1,1,"debt_consolidation",243.29,16.02,"OWN",0,80000
"661",0,0,"debt_consolidation",407.75,13.59,"OWN",0,65000
"662",1,1,"debt_consolidation",1307.85,10.91,"RENT",1,209000
"663",1,1,"debt_consolidation",353.61,28.72,"MORTGAGE",0,47000
"664",0,1,"credit_card",142.8,17.09,"MORTGAGE",0,86246
"665",0,0,"debt_consolidation",134.05,12.62,"MORTGAGE",0,95000
"666",0,0,"credit_card",464.6,7.21,"OWN",1,80000
"667",0,0,"home_improvement",734.04,9.44,"MORTGAGE",1,176000
"668",0,1,"debt_consolidation",324.65,10.42,"RENT",1,65000
"669",1,1,"home_improvement",169.9,13.59,"OWN",0,65000
"670",0,1,"debt_consolidation",396.06,26.3,"RENT",0,69000
"671",0,1,"debt_consolidation",955.75,21.45,"RENT",0,80000
"672",1,1,"debt_consolidation",404.88,15.05,"MORTGAGE",0,68496.2
"673",0,1,"debt_consolidation",584.25,30.17,"MORTGAGE",0,65000
"674",0,0,"debt_consolidation",728.49,15.05,"MORTGAGE",0,75000
"675",0,1,"credit_card",304.59,6.08,"MORTGAGE",1,50000
"676",1,0,"credit_card",620.75,7.35,"MORTGAGE",1,145000
"677",1,1,"debt_consolidation",171.09,14.08,"OWN",0,54000
"678",0,0,"debt_consolidation",351.67,16.02,"MORTGAGE",0,60000
"679",0,1,"debt_consolidation",301.15,5.32,"MORTGAGE",1,1e+05
"680",1,1,"debt_consolidation",806.97,13.59,"MORTGAGE",0,45000
"681",0,0,"debt_consolidation",251.34,12.62,"MORTGAGE",0,90000
"682",0,0,"debt_consolidation",273.13,7.35,"RENT",1,70000
"683",1,0,"debt_consolidation",128.94,9.93,"RENT",1,42000
"684",1,1,"debt_consolidation",550.07,19.03,"RENT",0,29000
"685",1,0,"debt_consolidation",309.1,7.07,"RENT",1,105000
"686",1,0,"debt_consolidation",339.79,13.59,"RENT",0,95000
"687",1,0,"credit_card",155.84,10.42,"MORTGAGE",1,48000
"688",1,0,"debt_consolidation",490.45,10.91,"RENT",1,50000
"689",0,0,"debt_consolidation",343.31,10.91,"RENT",1,1e+05
"690",0,0,"credit_card",523.14,10.91,"RENT",1,255000
"691",1,0,"credit_card",1072.36,12.62,"RENT",0,67000
"692",1,1,"debt_consolidation",703.34,16.02,"MORTGAGE",0,53000
"693",1,1,"debt_consolidation",253.28,18.06,"RENT",0,30000
"694",0,0,"debt_consolidation",591.2,21.45,"MORTGAGE",0,65000
"695",1,0,"credit_card",187.94,7.97,"MORTGAGE",1,75000
"696",1,1,"debt_consolidation",550.75,6.72,"MORTGAGE",1,65000
"697",0,1,"debt_consolidation",594.63,13.59,"MORTGAGE",0,55000
"698",1,1,"debt_consolidation",693.8,15.05,"RENT",0,110000
"699",1,1,"credit_card",572.73,17.09,"RENT",0,73000
"700",0,1,"home_improvement",1062.71,11.99,"MORTGAGE",1,60000
"701",0,1,"debt_consolidation",480.08,9.44,"MORTGAGE",1,150000
"702",1,1,"debt_consolidation",220.72,18.06,"MORTGAGE",0,35000
"703",0,1,"debt_consolidation",1230.85,16.02,"MORTGAGE",0,97000
"704",0,0,"debt_consolidation",498.15,11.99,"MORTGAGE",1,52000
"705",0,1,"debt_consolidation",741.83,20,"MORTGAGE",0,130000
"706",1,1,"credit_card",533.75,11.99,"MORTGAGE",1,89000
"707",0,1,"home_improvement",703.34,16.02,"MORTGAGE",0,32000
"708",1,1,"debt_consolidation",392.36,10.91,"RENT",1,80000
"709",1,0,"debt_consolidation",332.1,11.99,"MORTGAGE",1,110000
"710",0,1,"debt_consolidation",373.52,17.09,"MORTGAGE",0,75000
"711",0,1,"major_purchase",92.91,20,"RENT",0,72000
"712",0,1,"home_improvement",332.01,13.59,"MORTGAGE",0,3e+05
"713",1,1,"debt_consolidation",914.25,29.69,"RENT",0,120000
"714",1,1,"home_improvement",324.65,10.42,"RENT",1,80000
"715",1,1,"debt_consolidation",803.56,23.88,"RENT",0,52000
"716",1,1,"debt_consolidation",305.4,7.97,"RENT",1,40000
"717",0,1,"home_improvement",176.03,9.44,"MORTGAGE",1,78300
"718",0,0,"debt_consolidation",309.74,7.21,"MORTGAGE",1,75000
"719",0,1,"debt_consolidation",505.8,22.91,"RENT",0,99840
"720",1,1,"debt_consolidation",535.47,17.09,"RENT",0,60000
"721",0,1,"credit_card",249.09,11.99,"MORTGAGE",1,99000
"722",1,1,"debt_consolidation",120.65,12.62,"RENT",0,62000
"723",1,1,"debt_consolidation",413.46,7.97,"MORTGAGE",1,36000
"724",0,0,"home_improvement",314.59,9.44,"OWN",1,42000
"725",1,0,"debt_consolidation",1218.33,6.08,"MORTGAGE",1,105000
"726",0,1,"debt_consolidation",520.35,15.05,"MORTGAGE",0,55000
"727",0,1,"debt_consolidation",159.41,11.99,"MORTGAGE",1,10776
"728",1,1,"debt_consolidation",1004.87,25.82,"MORTGAGE",0,150000
"729",0,1,"debt_consolidation",251.68,9.44,"RENT",1,68000
"730",0,0,"debt_consolidation",246.44,9.44,"MORTGAGE",1,65000
"731",1,1,"debt_consolidation",903.45,5.32,"MORTGAGE",1,165000
"732",1,1,"credit_card",630.99,11.99,"RENT",1,78000
"733",1,1,"debt_consolidation",498.02,17.09,"MORTGAGE",0,100292
"734",0,1,"debt_consolidation",397.41,20,"MORTGAGE",0,125000
"735",0,1,"debt_consolidation",428.38,17.09,"RENT",0,155000
"736",1,0,"debt_consolidation",668.95,20,"RENT",0,20000
"737",0,1,"credit_card",389.34,25.82,"OWN",0,31500
"738",1,1,"debt_consolidation",955.75,21.45,"RENT",0,60000
"739",1,0,"debt_consolidation",180.92,18.06,"MORTGAGE",0,64000
"740",1,0,"small_business",140.96,7.97,"RENT",1,75000
"741",0,0,"debt_consolidation",153.75,6.72,"MORTGAGE",1,40000
"742",1,1,"debt_consolidation",871.54,17.09,"RENT",0,160000
"743",0,0,"credit_card",186.23,7.35,"OWN",1,65000
"744",0,0,"debt_consolidation",217.47,13.59,"RENT",0,37000
"745",0,1,"small_business",160.03,9.44,"RENT",1,110000
"746",0,1,"debt_consolidation",430.49,6.72,"MORTGAGE",1,82000
"747",1,0,"debt_consolidation",126.63,22.91,"MORTGAGE",0,29000
"748",1,1,"debt_consolidation",399.82,17.09,"MORTGAGE",0,90000
"749",0,1,"debt_consolidation",714.49,15.05,"RENT",0,1200000
"750",0,0,"debt_consolidation",335.12,12.62,"OWN",0,1e+05
"751",1,1,"debt_consolidation",361.42,26.3,"RENT",0,60000
"752",0,0,"debt_consolidation",365.5,6.08,"MORTGAGE",1,95000
"753",0,1,"debt_consolidation",238.17,15.05,"MORTGAGE",0,1e+05
"754",1,1,"debt_consolidation",1026.5,14.08,"RENT",0,215000
"755",0,1,"debt_consolidation",502.23,23.88,"OWN",0,55000
"756",0,1,"debt_consolidation",372.96,14.08,"MORTGAGE",0,93000
"757",1,1,"debt_consolidation",395.31,17.09,"RENT",0,60000
"758",1,1,"debt_consolidation",160.64,17.09,"RENT",0,60000
"759",0,0,"debt_consolidation",631.66,12.62,"OWN",0,120000
"760",1,1,"credit_card",307.25,9.44,"RENT",1,45000
"761",1,1,"debt_consolidation",648.93,19.03,"MORTGAGE",0,63000
"762",1,0,"debt_consolidation",305.81,13.59,"RENT",0,87500
"763",1,1,"home_improvement",1502.92,30.89,"MORTGAGE",0,90420
"764",1,1,"debt_consolidation",693.8,15.05,"MORTGAGE",0,1e+05
"765",0,0,"credit_card",1197.58,14.08,"RENT",0,250000
"766",1,1,"credit_card",960.66,25.82,"MORTGAGE",0,73200
"767",1,1,"credit_card",796.84,17.09,"MORTGAGE",0,90000
"768",0,0,"credit_card",185.84,7.21,"RENT",1,60000
"769",1,0,"credit_card",498.02,17.09,"RENT",0,150000
"770",0,1,"debt_consolidation",140.67,16.02,"MORTGAGE",0,60000
"771",1,1,"credit_card",563.98,12.62,"RENT",0,64000
"772",0,1,"debt_consolidation",806.97,13.59,"RENT",0,115000
"773",0,1,"home_improvement",199.26,11.99,"MORTGAGE",1,55000
"774",1,1,"home_improvement",273.08,21.45,"MORTGAGE",0,74880
"775",1,1,"debt_consolidation",576.18,21.45,"OWN",0,58000
"776",0,1,"home_improvement",429.09,10.42,"RENT",1,65000
"777",1,1,"debt_consolidation",1157.85,18.06,"RENT",0,198000
"778",0,1,"debt_consolidation",250.59,7.97,"MORTGAGE",1,85000
"779",0,0,"debt_consolidation",295.41,16.02,"RENT",0,73560
"780",1,0,"debt_consolidation",222.34,10.91,"RENT",1,49500
"781",0,0,"debt_consolidation",137.44,17.09,"RENT",0,32000
"782",0,1,"credit_card",188.2,14.08,"RENT",0,41919
"783",1,0,"debt_consolidation",70.56,18.06,"OWN",0,28000
"784",0,1,"debt_consolidation",301.61,12.62,"OWN",0,55000
"785",1,1,"home_improvement",855.42,14.08,"MORTGAGE",0,74000
"786",1,1,"home_improvement",326.97,10.91,"OWN",1,38000
"787",0,0,"debt_consolidation",447.27,9.44,"RENT",1,47000
"788",1,0,"debt_consolidation",588.17,16.02,"OWN",0,62000
"789",1,1,"debt_consolidation",314.82,15.05,"MORTGAGE",0,50000
"790",1,1,"major_purchase",903.55,26.3,"RENT",0,61000
"791",0,0,"debt_consolidation",271.84,13.59,"RENT",0,70000
"792",0,1,"debt_consolidation",451.73,5.32,"MORTGAGE",1,65000
"793",0,0,"debt_consolidation",214.19,17.09,"OWN",0,36000
"794",0,1,"debt_consolidation",109.5,14.08,"MORTGAGE",0,42500
"795",0,0,"home_improvement",328.48,14.08,"RENT",0,55000
